agent_name,branch,iata_no,dipc,institution,inv_type,status
JET AMERICA TRAVEL,CHISM,24549055,IP,ARC,P,A
MINNEWASKA TRAVEL AGENCY,CHISM,24549136,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24549490,IP,ARC,P,A
AVION TRAVEL OF EDINA,CHISM,24550971,IP,ARC,P,A
CWT ALL ABRD TVL N MNKATO,CHISM,24553174,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28547864,IP,ARC,P,A
ALLIED TOUR & TVL,CHISM,28548332,IP,ARC,P,A
THE FUN STARTS HERE TVL,CHISM,28549883,IP,ARC,P,A
GENEVA TOUR & TVL,CHISM,28550686,IP,ARC,P,A
AMERICAN BUSINESS TRAVELS,CHISM,28552112,IP,ARC,P,A
HOLIDAY TVL & CRS,CHISM,28556673,IP,ARC,P,A
PIONEER TRAVEL,CHISM,28560722,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,28561853,IP,ARC,P,A
REGATTAS TRAVEL,CHISM,28562715,IP,ARC,P,A
BCD TRAVEL,CHISM,28565062,IP,ARC,P,A
AMF APOLLO BOCK &,CHISM,28566543,IP,ARC,P,A
CHEAPFARES,CHISM,28569354,IP,ARC,P,A
AROUND THE WORLD TRAVEL,CHISM,28569564,IP,ARC,P,A
TRAVEL PORT,CHISM,28570662,IP,ARC,P,A
EXECUTIVE TRAVEL,CHISM,28572681,IP,ARC,P,A
GOLDEN ISLE TOURS,CHISM,28574000,IP,ARC,P,A
CHADRON TVL CTR,CHISM,28576310,IP,ARC,P,A
TRAVEL AGENTS INTL,CHISM,28583343,IP,ARC,P,A
CAREFREE TRAVEL,CHISM,28584054,IP,ARC,P,A
PEOPLES TRAVEL AGCY,CHISM,28587285,IP,ARC,P,A
TRAVEL AND TRANSPORT,CHISM,28626776,IP,ARC,P,A
AUR TRAVEL,CHISM,28627885,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,28629716,IP,ARC,P,A
THE BUCKLE,CHISM,28634911,IP,ARC,P,A
AGT,CHISM,28637512,IP,ARC,P,A
INFOGROUP,CHISM,28638562,IP,ARC,P,A
ADVENTURE TVL SVC,CHISM,28588280,IP,ARC,P,A
CARAVAN TRAVEL AGENCY,CHISM,28588626,IP,ARC,P,A
JUDYS WORLD OF TVL,CHISM,28590671,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28595125,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28602346,IP,ARC,P,A
WILLOUGHBYS,CHISM,28603116,IP,ARC,P,A
YOUNKERS TRAVEL SERVICE,CHISM,28606152,IP,ARC,P,A
SALLYS TRAVEL,CHISM,28608053,IP,ARC,P,A
TRAVEL SERVICES,CHISM,28608296,IP,ARC,P,A
CONTACT TRAVEL,CHISM,28608731,IP,ARC,P,A
LIFECO TVL SVCS BLDG 500,CHISM,28613550,IP,ARC,P,A
FIRST HOLIDAY TOUR & TVL,CHISM,28614154,IP,ARC,P,A
ENCHANTED HONEYMOONS,CHISM,28614353,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28619161,IP,ARC,P,A
UNIGLOBE M&D TRAVEL,CHISM,28619301,IP,ARC,P,A
BERRY WORLD TRAVEL,CHISM,28622720,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28623125,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28625192,IP,ARC,P,A
CABELAS TRAVEL SERVICES,CHISM,28626264,IP,ARC,P,A
HEARTLAND TRS & TVL,CHISM,28516795,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,28516876,IP,ARC,P,A
EXECUTIVE TRAVEL,CHISM,28516946,IP,ARC,P,A
TRAVEL SERVICES,CHISM,28517602,IP,ARC,P,A
UNIGLOBE PREMIER TVL,CHISM,28517775,IP,ARC,P,A
NEBRASKA DISCOUNT TRAVEL,CHISM,28519433,IP,ARC,P,A
TRAVEL EASE,CHISM,28520133,IP,ARC,P,A
A AFFORDABLE TRAVEL,CHISM,28522281,IP,ARC,P,A
COSTO AZUL TRAVEL,CHISM,28522605,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,28522911,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28522970,IP,ARC,P,A
ABLE TRAVEL,CHISM,28523191,IP,ARC,P,A
LIBERTY COURT TRAVEL,CHISM,28525151,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,28525523,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28525604,IP,ARC,P,A
ALLIED TRAVEL AGENCY,CHISM,28525711,IP,ARC,P,A
ALLIED TOUR AND TVL,CHISM,28525744,IP,ARC,P,A
DILLARDS TRAVEL CROSSROAD,CHISM,28526164,IP,ARC,P,A
EXECUTIVE TRAVEL,CHISM,28526595,IP,ARC,P,A
COUNTRY MILE TRAVEL,CHISM,28527354,IP,ARC,P,A
PRESTIGE TRAVEL NETWORK,CHISM,28528275,IP,ARC,P,A
CWT APOLLO BOCK TRAVEL,CHISM,28528905,IP,ARC,P,A
AMEXONE,CHISM,28529480,IP,ARC,P,A
SANTORI TRAVEL,CHISM,28529841,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28530563,IP,ARC,P,A
TRAVEL EXPRESS,CHISM,28531101,IP,ARC,P,A
BUCKS TRAVEL,CHISM,28533201,IP,ARC,P,A
LIBERTY COURT TVL CTR,CHISM,28534612,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28537154,IP,ARC,P,A
BOCK &,CHISM,28538845,IP,ARC,P,A
THE TRAVEL,CHISM,28540525,IP,ARC,P,A
AARDVARK TVL & ADVT,CHISM,28540934,IP,ARC,P,A
TRAVEL HERO,CHISM,28543664,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,28545204,IP,ARC,P,A
TRAVEL AGENTS INTL,CHISM,28547385,IP,ARC,P,A
ANKENY TVL CENTER,CHISM,16536111,IP,ARC,P,A
INTERNATIONAL TVL ASSOC,CHISM,16537430,IP,ARC,P,A
AMERICAN TVL & TOUR,CHISM,16540506,IP,ARC,P,A
NEW DESTINATIONS,CHISM,16541442,IP,ARC,P,A
SIFY TRIPZ,CHISM,16541501,IP,ARC,P,A
WORLD TVL & INCENTIVES,CHISM,16541700,IP,ARC,P,A
THE TRAVEL,CHISM,16541862,IP,ARC,P,A
THE TRAVEL STORE,CHISM,16541980,IP,ARC,P,A
SHORTS TRAVEL MANAGEMENT,CHISM,16542175,IP,ARC,P,A
INTL TRAVEL MERIDITH TVL,CHISM,16543715,IP,ARC,P,A
SHORTS TRAVEL MANAGEMENT,CHISM,16545060,IP,ARC,P,A
TVL ASSURED,CHISM,16545104,IP,ARC,P,A
WINEBRENNER RED CARPET TR,CHISM,16546902,IP,ARC,P,A
SUNDANCE TRAVEL,CHISM,16547145,IP,ARC,P,A
ITA GROUP,CHISM,16547403,IP,ARC,P,A
WINEBRENNER RED CARPET TV,CHISM,16547484,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,16548523,IP,ARC,P,A
TRAVEL MASTERS,CHISM,16581051,IP,ARC,P,A
MAIN STREET TRAVEL,CHISM,16581143,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,16589521,IP,ARC,P,A
CENTRAL TRAVEL SERVICE,CHISM,16591223,IP,ARC,P,A
AMERICAN TVL CENTER,CHISM,16591374,IP,ARC,P,A
TRAVEL,CHISM,16551555,IP,ARC,P,A
ALL COUNTRY TRAVEL,CHISM,16554952,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,16560681,IP,ARC,P,A
BETTY WILSON TRAVEL,CHISM,16562851,IP,ARC,P,A
BLACKHAWK WORLD TVL,CHISM,16564704,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,16565032,IP,ARC,P,A
BOARDING PASS,CHISM,16566745,IP,ARC,P,A
AIRBORNE TRAVEL ASSOC,CHISM,16567062,IP,ARC,P,A
PREMIER TRAVEL,CHISM,16568576,IP,ARC,P,A
BOONE TRAVEL AGENCY,CHISM,16568786,IP,ARC,P,A
OVERALL TRAVEL,CHISM,16569431,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,16570794,IP,ARC,P,A
BRAYTON TRAVEL AGENCY,CHISM,16572010,IP,ARC,P,A
CEDAR VALLEY WORLD TRAVEL,CHISM,16574073,IP,ARC,P,A
TRAVEL ADVISORS,CHISM,16575355,IP,ARC,P,A
SHORTS TRAVEL MANAGEMENT,CHISM,16578774,IP,ARC,P,A
CLICK TRIPS,CHISM,28638680,IP,ARC,P,A
COUNTRYSIDE TRAVEL,CHISM,16512252,IP,ARC,P,A
ADELMAN TVL SYSTEMS,CHISM,16512683,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,16513453,IP,ARC,P,A
UNIGLOBE DELUXE TRAVEL,CHISM,16515435,IP,ARC,P,A
COUNTRYSIDE TRAVEL,CHISM,16516732,IP,ARC,P,A
BON VOYAGE TRAVEL,CHISM,16518121,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,16520302,IP,ARC,P,A
ODYSSEY TVL & CONV SVCS,CHISM,16521853,IP,ARC,P,A
TRAVEL TEAM,CHISM,16521934,IP,ARC,P,A
ALL POINTS TVL AGCY,CHISM,16522531,IP,ARC,P,A
ALL AROUND TRAVEL,CHISM,16523706,IP,ARC,P,A
TRAVEL WORLD,CHISM,16524196,IP,ARC,P,A
ALLEN TRAVEL AGENCY,CHISM,16524561,IP,ARC,P,A
NOMAD TRAVEL AGENCY,CHISM,16524572,IP,ARC,P,A
TRAVEL BY MARCO,CHISM,16524616,IP,ARC,P,A
NOMAD TRAVEL AGENCY,CHISM,16524631,IP,ARC,P,A
ALLEN TRAVEL AGENCY,CHISM,16524653,IP,ARC,P,A
CENTERVILLE TRAVEL,CHISM,16524675,IP,ARC,P,A
PARADISE TRAVEL,CHISM,16524723,IP,ARC,P,A
NOMAD TVL AGENCY,CHISM,16524981,IP,ARC,P,A
GEMINI TRAVEL,CHISM,16525235,IP,ARC,P,A
ALLIED TOURS TVL AGENCY,CHISM,16525736,IP,ARC,P,A
UNIQUE TVL & CRIISES,CHISM,16526790,IP,ARC,P,A
TRAVEL PLUS,CHISM,16526952,IP,ARC,P,A
COMPLETE TVL SVCS,CHISM,16527512,IP,ARC,P,A
AMBASSADOR TRAVEL,CHISM,16528400,IP,ARC,P,A
UNIGLOBE 1ST CLASS TRAVEL,CHISM,16528945,IP,ARC,P,A
SHORTS TRAVEL IOWA CITY,CHISM,16529424,IP,ARC,P,A
TRAVEL WITH US,CHISM,16529472,IP,ARC,P,A
TRAVEL CONCEPTS,CHISM,16530695,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,16533182,IP,ARC,P,A
KELLY TRAVEL AND TOUR,CHISM,16535072,IP,ARC,P,A
SLIVA TRAVEL SERVICE,CHISM,23604221,IP,ARC,P,A
DAI ICHI TRAVEL SVC,CHISM,23605960,IP,ARC,P,A
CTN CONLIN FABER TRAVEL,CHISM,23606693,IP,ARC,P,A
CAMEO TRAVEL,CHISM,23606704,IP,ARC,P,A
CONLIN TRAVEL,CHISM,23606715,IP,ARC,P,A
DE BARY TRAVEL,CHISM,23606763,IP,ARC,P,A
AMEXONE,CHISM,23606881,IP,ARC,P,A
PRIME TIME TRAVEL,CHISM,23607032,IP,ARC,P,A
TTM TRAVEL SERVICES,CHISM,23607356,IP,ARC,P,A
AROUND THE WLD TVL,CHISM,23607732,IP,ARC,P,A
MOTIVATION TRAVEL,CHISM,23608244,IP,ARC,P,A
PASSAGEWAYS TRAVEL SVC,CHISM,23608830,IP,ARC,P,A
BCD TRAVEL,CHISM,23608896,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,23609003,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,23609250,IP,ARC,P,A
WORLDTRAVEL BTI,CHISM,23616390,IP,ARC,P,A
BCD TRAVEL,CHISM,23617576,IP,ARC,P,A
THE TVL GALLERY FENTON,CHISM,23617926,IP,ARC,P,A
PASSAGEWAYS TRAVEL SVC,CHISM,23618195,IP,ARC,P,A
EW SMITH TRAVEL,CHISM,23618206,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,23609353,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,23609703,IP,ARC,P,A
ALL ABOUT TRAVEL,CHISM,23610123,IP,ARC,P,A
DUMARS TRAVEL MANAGEMENT,CHISM,23610215,IP,ARC,P,A
FOUR SEASON TRAVEL,CHISM,23610473,IP,ARC,P,A
TOKYO TRS SANKEI OCS,CHISM,23610720,IP,ARC,P,A
CORPORATE TVL SERVICE,CHISM,23611545,IP,ARC,P,A
COSMOPOLITAN TVL SVC,CHISM,23612444,IP,ARC,P,A
GRAND TOURS & TRAVEL,CHISM,23612514,IP,ARC,P,A
TRAVEL OUTLET,CHISM,23612875,IP,ARC,P,A
ABOVE & BEYOND TVL SVC,CHISM,23612956,IP,ARC,P,A
CTN GOODMAN TRAVEL,CHISM,23613170,IP,ARC,P,A
TRAVEL BY SHERIL,CHISM,23614334,IP,ARC,P,A
FALCON WINGS,CHISM,23614721,IP,ARC,P,A
TMA TRAVEL & TOURS,CHISM,23615023,IP,ARC,P,A
CWT EXECUTIVE TVL SERVICE,CHISM,23615174,IP,ARC,P,A
WORLDTRAVEL PARTNERS,CHISM,23615734,IP,ARC,P,A
THE TRAVEL KEY,CHISM,16596834,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,16598993,IP,ARC,P,A
INTL TRS OF CEDAR RAPIDS,CHISM,16600161,IP,ARC,P,A
APPLE TRAVEL,CHISM,16602342,IP,ARC,P,A
ALL DESTINATIONS TRAVEL,CHISM,16603532,IP,ARC,P,A
YOUNKERS TRAVEL SERVICE,CHISM,16606214,IP,ARC,P,A
TRAVELPORT USA,CHISM,16606601,IP,ARC,P,A
CARAVELLE TRAVEL RSMI,CHISM,16607426,IP,ARC,P,A
WINEBRENNER RED CARPET TR,CHISM,16610064,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,16611722,IP,ARC,P,A
EXECUTIVE TRAVEL,CHISM,16622480,IP,ARC,P,A
HAMPTON TRAVEL PLANNER,CHISM,16622583,IP,ARC,P,A
AIR TOUR & TRAVEL,CHISM,16623423,IP,ARC,P,A
ALPHA TRAVEL,CHISM,16625184,IP,ARC,P,A
CARLSON WAGONLIT,CHISM,16626444,IP,ARC,P,A
GET AWAY TRAVEL,CHISM,16631786,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,16632151,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,16640422,IP,ARC,P,A
MOTIVATION TRAVEL,CHISM,23599063,IP,ARC,P,A
CWT CONNOLLY TRAVEL,CHISM,23599111,IP,ARC,P,A
BANC ONE TRAVEL,CHISM,23599402,IP,ARC,P,A
DROLETT TRAVEL,CHISM,23599682,IP,ARC,P,A
TRANSCOR TRAVEL III,CHISM,23599693,IP,ARC,P,A
SATOTRAVEL USATACOM,CHISM,23599715,IP,ARC,P,A
TRAVEL CORNER,CHISM,23600183,IP,ARC,P,A
PATHFINDERS TRAVEL,CHISM,23601546,IP,ARC,P,A
MILES TO GO TRAVEL,CHISM,23601970,IP,ARC,P,A
TRAVEL PLANNERS,CHISM,23602611,IP,ARC,P,A
GENESIS TRAVEL AGENCY,CHISM,23603904,IP,ARC,P,A
BOYNTONS TRAVEL & TOURS,CHISM,23603926,IP,ARC,P,A
BCD TRAVEL,CHISM,23604081,IP,ARC,P,A
COMPLETE TRAVEL SVC,CHISM,23627995,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,23628065,IP,ARC,P,A
DIPLOMAT TRAVEL,CHISM,23628710,IP,ARC,P,A
STEWART TVL SERVICE,CHISM,23629141,IP,ARC,P,A
U R V I P TRAVEL AGENCY,CHISM,23629594,IP,ARC,P,A
BOERSMA TRAVEL SERVICES,CHISM,23629642,IP,ARC,P,A
TRAVELWAYS,CHISM,24576860,IP,ARC,P,A
C & H INTERNATIONAL,CHISM,24576871,IP,ARC,P,A
BURSCH TRAVEL AGENCY,CHISM,24578212,IP,ARC,P,A
BURSCH TRAVEL AGENCY,CHISM,24578256,IP,ARC,P,A
UNIVERSITY TVL SVCS,CHISM,24578820,IP,ARC,P,A
BURSCH TVL AGCY,CHISM,24578864,IP,ARC,P,A
NORTHWESTERN TRAVEL MGMT,CHISM,24579973,IP,ARC,P,A
CWT THOMSN TVL HOLIDAY CT,CHISM,24580430,IP,ARC,P,A
NORTHERN LIGHTS TVL,CHISM,24580485,IP,ARC,P,A
4 SEASONS TRAVEL AGENCY,CHISM,24581454,IP,ARC,P,A
CAMPUS TRAVEL CENTER,CHISM,24581911,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24583053,IP,ARC,P,A
TQ3NAVIGANT,CHISM,24598066,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24599293,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24600973,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24601091,IP,ARC,P,A
ODYSSEY TRAVEL,CHISM,24602944,IP,ARC,P,A
DAWSONS CAREFREE TRAVEL,CHISM,24584604,IP,ARC,P,A
CHAMPEAU TVL SVC,CHISM,24584976,IP,ARC,P,A
CARROUSEL TRAVEL,CHISM,24585735,IP,ARC,P,A
ABOUT & BEYOND TVL SVC,CHISM,24586472,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24587091,IP,ARC,P,A
TRINITY TRAVEL,CHISM,24587253,IP,ARC,P,A
RIVERSIDE TRAVEL,CHISM,24589305,IP,ARC,P,A
FRIENDSHIP TOURS INTL,CHISM,24590171,IP,ARC,P,A
NORTHWESTERN BUSINESS TVL,CHISM,24591011,IP,ARC,P,A
DAYTONA TVL,CHISM,24592271,IP,ARC,P,A
METRO TVL & TRS,CHISM,24592363,IP,ARC,P,A
TRAVELFORCE,CHISM,24595104,IP,ARC,P,A
TIME TO TRAVEL,CHISM,24595933,IP,ARC,P,A
TOTAL TRAVEL,CHISM,24595944,IP,ARC,P,A
BRIGHTON TRAVEL,CHISM,24596773,IP,ARC,P,A
NORTHEAST TRAVEL,CHISM,24596810,IP,ARC,P,A
CLASSIC TRAVEL,CHISM,24598044,IP,ARC,P,A
TRAVEL EXPERTS,CHISM,23618291,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,23618464,IP,ARC,P,A
TRAVEL,CHISM,23618475,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,23618851,IP,ARC,P,A
DAVISON TRAVEL & TOUR,CHISM,23621275,IP,ARC,P,A
TVL GALERIEOF GR PT,CHISM,23621496,IP,ARC,P,A
TQ3 NAVIGANTERNATIONAL,CHISM,23621673,IP,ARC,P,A
HUDSONS TRAVEL SERVICE,CHISM,23621743,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,23621765,IP,ARC,P,A
MARSHALL FIELDS TVL SVC,CHISM,23621894,IP,ARC,P,A
MARSHALL FIELDS TVL SVC,CHISM,23622045,IP,ARC,P,A
CORPORATE CONNECTIONS,CHISM,23622093,IP,ARC,P,A
DEFOE TRAVEL SERVICE,CHISM,23622130,IP,ARC,P,A
HALLISSEY TVL SVC,CHISM,23624204,IP,ARC,P,A
TRAVEL & LUGGAGE,CHISM,23624215,IP,ARC,P,A
ADVENTURE TRAVEL SERVICE,CHISM,23624226,IP,ARC,P,A
DEER LAKE TRAVEL,CHISM,23624370,IP,ARC,P,A
TQ3NAVIGANT,CHISM,23625243,IP,ARC,P,A
ADAM TRAVEL,CHISM,23625335,IP,ARC,P,A
BTI AMERICAS,CHISM,23625582,IP,ARC,P,A
TRAVEL BY COOPER,CHISM,23625744,IP,ARC,P,A
LETO TRAVEL SERVICES,CHISM,23625803,IP,ARC,P,A
DELY TRAVEL SERVICE,CHISM,23625814,IP,ARC,P,A
SANKEI TRAVEL OF AMERICAS,CHISM,23626385,IP,ARC,P,A
VACATION VLG TVL SVC,CHISM,23626396,IP,ARC,P,A
DESTINATIONS TVL,CHISM,23626746,IP,ARC,P,A
DE VRIES TVL AGCY,CHISM,23627030,IP,ARC,P,A
EXOTIC TRAVEL SERVICE,CHISM,23627041,IP,ARC,P,A
DEWALD TVL & INTL SPORTS,CHISM,23627100,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621575,IP,ARC,P,A
LAKE REGION TVL SVC,CHISM,24621601,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621634,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621656,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621660,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621671,IP,ARC,P,A
MARSHALL FIELDS TVL SVC,CHISM,24621704,IP,ARC,P,A
MACYS TRAVEL SERVICES,CHISM,24621785,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24621822,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24621940,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,24621973,IP,ARC,P,A
MACYS TRAVEL SERVICE,CHISM,24622010,IP,ARC,P,A
CLONTZ TRAVEL SERVICE,CHISM,24622242,IP,ARC,P,A
SUNSATIONAL TRAVEL SVC,CHISM,24623491,IP,ARC,P,A
MCKASY TRAVEL SVC,CHISM,24623502,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24623535,IP,ARC,P,A
MALNOVE,CHISM,28971003,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,28971051,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,28971386,IP,ARC,P,A
OMEGA WORLD TRAVEL,CHISM,28971412,IP,ARC,P,A
CABELAS OUTDOOR ADVENTURE,CHISM,28971515,IP,ARC,P,A
NORTH STAR TRAVEL SERVICE,CHISM,24624644,IP,ARC,P,A
DELANEY JOYCE ODELL,CHISM,24624946,IP,ARC,P,A
CARLSON TRAVEL NETWORK,CHISM,24625274,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24625510,IP,ARC,P,A
PROFESSNAL TVL CNTRS,CHISM,24627540,IP,ARC,P,A
UNIVERSITY TVL SERVICES,CHISM,24628203,IP,ARC,P,A
CWT ALMEDA TRAVEL,CHISM,28965123,IP,ARC,P,A
DOUGLAS & LOMASON,CHISM,28965230,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28965532,IP,ARC,P,A
AMERITAS LIFE INS,CHISM,28966685,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,28966991,IP,ARC,P,A
STRATTON TRAVEL,CHISM,28967116,IP,ARC,P,A
ROSENBLUTH INTL,CHISM,28967691,IP,ARC,P,A
VIATEL,CHISM,28968365,IP,ARC,P,A
MARITZ TRAVEL,CHISM,28968450,IP,ARC,P,A
TRAVEL AND TRANSPORT,CHISM,28969242,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,28970001,IP,ARC,P,A
QDAT,CHISM,28970034,IP,ARC,P,A
ROSENBLUTH INTL,CHISM,28970620,IP,ARC,P,A
FIRSTWRLD TVL ST LOUIS PK,CHISM,24603946,IP,ARC,P,A
WORLD CLASS TVL & CRUISE,CHISM,24605696,IP,ARC,P,A
COMPLETE TRAVELER,CHISM,24606422,IP,ARC,P,A
COMO ROSE TRAVEL,CHISM,24607785,IP,ARC,P,A
THOMAS COOK TRAVEL,CHISM,24609270,IP,ARC,P,A
GO GO TOURS,CHISM,24609723,IP,ARC,P,A
AAA MINNESOTA ROCHESTER,CHISM,24612033,IP,ARC,P,A
NORTHWESTERN TRAVEL SERVICE LP,CHISM,24612700,IP,ARC,P,A
CROWN TRAVEL,CHISM,24613503,IP,ARC,P,A
THE TRAVEL,CHISM,24613960,IP,ARC,P,A
AMER EXP GRP INCENTIVE,CHISM,24614181,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24614262,IP,ARC,P,A
DEBOL & ASSOCIATES,CHISM,24614656,IP,ARC,P,A
AAA TRAVEL AGENCY,CHISM,24614660,IP,ARC,P,A
TRAVELINK,CHISM,24614763,IP,ARC,P,A
UNIGLOBE AMALGAMATED TRAV,CHISM,24615802,IP,ARC,P,A
CROSSROADS TRAVEL,CHISM,24615850,IP,ARC,P,A
MAINLINE CRUISE & TRAVEL,CHISM,24616406,IP,ARC,P,A
TRAVALOT,CHISM,24616421,IP,ARC,P,A
TRAVEL,CHISM,24616793,IP,ARC,P,A
TQ3NAVIGANT,CHISM,24617471,IP,ARC,P,A
NORTHWESTERN TRAVEL MGMNT,CHISM,24617655,IP,ARC,P,A
CALHOUN TRAVEL CONNECTION,CHISM,24618775,IP,ARC,P,A
CARLSON MKTG WORLDWIDE,CHISM,24618915,IP,ARC,P,A
D & E TRAVEL,CHISM,24619346,IP,ARC,P,A
TRAVEL & TRANSPORT,CHISM,24620864,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,CHISM,24620875,IP,ARC,P,A
NORTHWESTERN BUSINESS TVL,CHISM,24620886,IP,ARC,P,A
STERLING TRAVEL,CHISM,24620912,IP,ARC,P,A
CWT EDINA TRAVEL,CHISM,24621100,IP,ARC,P,A
SATOTRAVEL,CHISM,28979134,IP,ARC,P,A
ASK MR FOSTER TRAVEL SER,CHISM,28979893,IP,ARC,P,A
SATOTRAVEL US FIELD OFC,CHISM,28990076,IP,ARC,P,A
SATOTRAVEL OMAHA,CHISM,28990264,IP,ARC,P,A
SATOTRAVEL NRC LINCOLN,CHISM,28993064,IP,ARC,P,A
SATOTRAVEL,CHISM,28996262,IP,ARC,P,A
SATOTRAVEL NMCRC OMAHA,CHISM,28997076,IP,ARC,P,A
SHARP TRAVEL FORT LEE,CHISM,31526084,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,32559306,IP,ARC,P,A
ROBINSON EXEC TVL SVC,CHISM,34536633,IP,ARC,P,A
A WAY TO GO TVL GREENSBRO,CHISM,34549255,IP,ARC,P,A
ALADDIN TRAVEL & MEETING,CHISM,34556362,IP,ARC,P,A
MAUPIN TRAVEL,CHISM,34619653,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,34682723,IP,ARC,P,A
AIRTRADE INTL,CHISM,35504556,IP,ARC,P,A
CWT ALL AMERICAN TRAVEL,CHISM,35521964,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,35524473,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,35531451,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,35637420,IP,ARC,P,A
"BTI AMERICAS,",CHISM,15974210,IP,ARC,P,A
FIFTH SEASON TRAVEL,CHISM,15974243,IP,ARC,P,A
MASIELLO TVL SVC,CHISM,15974324,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,35535684,IP,ARC,P,A
TVL TVL FARGO MOORHEAD,CHISM,35540772,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,CHISM,35540831,IP,ARC,P,A
BURSCH TVL AGENCY,CHISM,35552381,IP,ARC,P,A
SATROM TRAVEL & TOUR,CHISM,35555505,IP,ARC,P,A
INTERNATIONAL TVL AGCY,CHISM,35555951,IP,ARC,P,A
COLUMBIA TRAVEL,CHISM,35571605,IP,ARC,P,A
BREKKE TOURS SCANDINAVIA,CHISM,35572541,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,CHISM,35574092,IP,ARC,P,A
UPSTREAM LLC,CHISM,35577091,IP,ARC,P,A
BON VOYAGE TRAVEL,CHISM,35577791,IP,ARC,P,A
