agent_name,branch,iata_no,dipc,institution,inv_type,status
MERITEK TRAVEL,LAXSM,06538582,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07960072,IP,ARC,P,A
RESORT TRAVEL,LAXSM,06715645,IP,ARC,P,A
INDIAN TREE TVL & CRUISE,LAXSM,06700783,IP,ARC,P,A
HORIZONS TVL CNSLTNTS,NYCSM,07518162,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07759091,IP,ARC,P,A
CWT CONDOR TVL & TRS,NYCSM,07778304,IP,ARC,P,A
CI TRAVEL,LAXSM,05973306,IP,ARC,P,A
USTS TVLRAMA BRADLEY A,NYCSM,07616464,IP,ARC,P,A
KELLOGG CORPORATION,LAXSM,05974754,IP,ARC,P,A
VALLEY TRAVEL,NYCSM,07912166,IP,ARC,P,A
FIRST DISCOUNT,NYCSM,07513295,IP,ARC,P,A
GALLO TVL AGCY,NYCSM,07867182,IP,ARC,P,A
WINDHAM TRAVEL,NYCSM,08553646,IP,ARC,P,A
COLORADO NATIONAL GUARD,LAXSM,06972184,IP,ARC,P,A
RIFFIN TRAVEL,NYCSM,07684143,IP,ARC,P,A
WORLDTRAVEL BTI,NYCSM,07537880,IP,ARC,P,A
TRAVEL SQUARE ONE,LAXSM,06602551,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,05972691,IP,ARC,P,A
DECKER INTERNATIONAL,LAXSM,05974776,IP,ARC,P,A
MERCURY TVL AGCY,NYCSM,07593854,IP,ARC,P,A
LIFECO TRAVEL SERVICES,LAXSM,06973341,IP,ARC,P,A
FIORE NEYLAN TRAVEL,NYCSM,07651814,IP,ARC,P,A
BTI AMERICAS,LAXSM,06962362,IP,ARC,P,A
ALOHA WORLD TRAVEL,LAXSM,06926920,IP,ARC,P,A
CHOICE TRAVEL,LAXSM,06535362,IP,ARC,P,A
MARITZ 224,NYCSM,07966431,IP,ARC,P,A
VTS TVL ENTERPRISES,NYCSM,07972985,IP,ARC,P,A
TRAVEL & TRANSPORT,LAXSM,06573803,IP,ARC,P,A
WILLARD TVL SVC,NYCSM,07632170,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,08833775,IP,ARC,P,A
TRAVEL HOUSE,LAXSM,06636431,IP,ARC,P,A
NUTMEG TVL SVC,NYCSM,07586935,IP,ARC,P,A
DFG TRAVEL,LAXSM,06552361,IP,ARC,P,A
INCREDIBLE PLACES,LAXSM,05971125,IP,ARC,P,A
FUGAZY INTERNATIONAL TVL,NYCSM,07668382,IP,ARC,P,A
WORLD WIDE TRAVEL,LAXSM,05976703,IP,ARC,P,A
ANDAVOTVL LEPRINO,LAXSM,06906686,IP,ARC,P,A
ETNA TRAVEL AGCY,NYCSM,07642386,IP,ARC,P,A
VIKING TRAVEL CENTER,LAXSM,06533796,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07645735,IP,ARC,P,A
CASTO TRAVEL,LAXSM,05976714,IP,ARC,P,A
EDGELL TRAVEL,LAXSM,05971792,IP,ARC,P,A
DAVIS JACOBS TVL SVC,NYCSM,07621224,IP,ARC,P,A
ESPRIT TRAVEL,NYCSM,07633931,IP,ARC,P,A
MR TRAVEL AGENT,NYCSM,07775515,IP,ARC,P,A
TRAVEL & TRANSPORT,LAXSM,06972571,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,05975045,IP,ARC,P,A
MARITZ TRAVEL,LAXSM,06979766,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06965571,IP,ARC,P,A
HOLYOKE WORLD TVL,LAXSM,06862682,IP,ARC,P,A
QSA,LAXSM,06977633,IP,ARC,P,A
PATHWAYS TRAVEL SERVICE,LAXSM,06611124,IP,ARC,P,A
WORLD OF TRAVEL,NYCSM,07831154,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07511420,IP,ARC,P,A
SCENIC TRAVEL,LAXSM,06547962,IP,ARC,P,A
PASSPORT TRAVEL,NYCSM,07606292,IP,ARC,P,A
ROSENBLUTH VACATIONS,NYCSM,08826742,IP,ARC,P,A
LIFECO TVL SVCS,LAXSM,06687332,IP,ARC,P,A
TRAVELWORKS,NYCSM,07742276,IP,ARC,P,A
FIVE STAR TRAVEL,LAXSM,06542841,IP,ARC,P,A
THE HAWAII VISITOR CENTER,LAXSM,06698532,IP,ARC,P,A
DESTINATION TRAVEL,NYCSM,07567324,IP,ARC,P,A
SPECIALTY TRAVEL,LAXSM,06501574,IP,ARC,P,A
FLAGSTAFF TRAVEL,LAXSM,06653603,IP,ARC,P,A
AAA TRAVEL,LAXSM,06831661,IP,ARC,P,A
BTI AMERICAS,LAXSM,06549911,IP,ARC,P,A
AAA TRAVEL AGENCY,LAXSM,06773830,IP,ARC,P,A
NORTHEAST TVL CONNECTIONS,NYCSM,07727915,IP,ARC,P,A
TRAVEL ASSOCIATES,NYCSM,07885231,IP,ARC,P,A
FREDERICK G A ADDI,LAXSM,05977436,IP,ARC,P,A
THOMSON & THOMSON TVL,NYCSM,07577161,IP,ARC,P,A
BUSINESS TVL SVCS,LAXSM,06527802,IP,ARC,P,A
ASK MR FOSTER,LAXSM,06974332,IP,ARC,P,A
EXCEL TRAVEL SERVICES,NYCSM,07836791,IP,ARC,P,A
BTI AMERICAS,NYCSM,07557896,IP,ARC,P,A
GE TRAVEL CENTER,NYCSM,07965926,IP,ARC,P,A
NEW WORLD TRAVEL,LAXSM,06333434,IP,ARC,P,A
GE TRAVEL CENTER,NYCSM,07974341,IP,ARC,P,A
HENRY TRAVEL AGENCY,NYCSM,07690561,IP,ARC,P,A
MCDONNELL DOUGLAS TVL,LAXSM,05976810,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06522736,IP,ARC,P,A
KPMG PEAT MARWICK TVL,NYCSM,07975612,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07970115,IP,ARC,P,A
COLORADO TRAVEL SVCS,LAXSM,06534216,IP,ARC,P,A
FIRST CLASS TRAVEL,LAXSM,06535550,IP,ARC,P,A
TRAVEL SPECTRUM,LAXSM,06511466,IP,ARC,P,A
QDAT,LAXSM,05972175,IP,ARC,P,A
ROCKY MOUNTAN TVL NETWORK,LAXSM,06528723,IP,ARC,P,A
THE LAWYERS' TVL SVC,LAXSM,05979676,IP,ARC,P,A
WORLDTRAVEL PARTNERS,LAXSM,06974995,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,LAXSM,05973940,IP,ARC,P,A
HORIZON TRAVEL,LAXSM,06698075,IP,ARC,P,A
PINO TRAVEL,NYCSM,07524090,IP,ARC,P,A
AAA TRAVEL,LAXSM,06831580,IP,ARC,P,A
VISIONS OF TRAVEL,LAXSM,06882610,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07508432,IP,ARC,P,A
IMPERIAL TVL BY DANA BTI,LAXSM,06641202,IP,ARC,P,A
TVL LEADER OF BOULDER,LAXSM,06547844,IP,ARC,P,A
ASK MR FOSTER GUIDE TVL,LAXSM,06624936,IP,ARC,P,A
DEL GRECO TRAVEL AGENCY,NYCSM,07624676,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07605835,IP,ARC,P,A
ATLAS TOURS AND TRAVEL,LAXSM,06545836,IP,ARC,P,A
BCD TRAVEL,NYCSM,07587440,IP,ARC,P,A
AAA TRAVEL AGENCY,LAXSM,06745060,IP,ARC,P,A
BOSCOVS TVL CENTER,NYCSM,08569923,IP,ARC,P,A
CARLSON WAGONLIT TRVL,NYCSM,07965775,IP,ARC,P,A
BOSCOVS TRAVEL CENTER,NYCSM,08612015,IP,ARC,P,A
TIFFANY TRAVEL,LAXSM,06935563,IP,ARC,P,A
CAMELBACK TRAVEL,LAXSM,05973682,IP,ARC,P,A
UNIVERSAL TRAVELS,NYCSM,07849752,IP,ARC,P,A
FREE SPIRIT TVL & CRUISE,LAXSM,06659564,IP,ARC,P,A
PARKER TVL ASSOCIATES,LAXSM,06909560,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,05971895,IP,ARC,P,A
FLATIRONS TRAVEL,LAXSM,06541544,IP,ARC,P,A
CRIMSON TRAVEL SERVICE,LAXSM,05977090,IP,ARC,P,A
THE TRAVEL DESK,LAXSM,05979794,IP,ARC,P,A
UNIGLOBE DIVERSIFIED,NYCSM,11967841,IP,ARC,P,A
SHAKESPEARE TVL,NYCSM,07849505,IP,ARC,P,A
CHARTEK ACTIS,NYCSM,07975516,IP,ARC,P,A
CARLSON WAGONLIT,LAXSM,06975710,IP,ARC,P,A
MT CARMEL TVL CENTER,NYCSM,07538683,IP,ARC,P,A
IRG TRAVEL,LAXSM,06746795,IP,ARC,P,A
VACATION PLACE,NYCSM,07606955,IP,ARC,P,A
TRAVEL MANAGEMENT GROUP,LAXSM,05973321,IP,ARC,P,A
CARLSON WAGONLIT GREENWICH,NYCSM,07531834,IP,ARC,P,A
NAVIGANT INTL NORTHEAST,NYCSM,07960584,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,05974732,IP,ARC,P,A
OLDE WINDSOR TVL,NYCSM,07686044,IP,ARC,P,A
PASSPORT TRAVEL,NYCSM,07971316,IP,ARC,P,A
ALL SEASONS TRAVEL,LAXSM,06963773,IP,ARC,P,A
HOLIDAY TRAVEL,NYCSM,08695002,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07962931,IP,ARC,P,A
EMPRESS TRAVEL AGENCY,NYCSM,07752183,IP,ARC,P,A
TRAVELHOST TRAVEL AGENCY,NYCSM,07884122,IP,ARC,P,A
PTC DFAS ARPC DENVER,LAXSM,06549292,IP,ARC,P,A
PASSPORT TRAVEL,LAXSM,05976924,IP,ARC,P,A
CAL MART TRAVEL SVC,LAXSM,05975561,IP,ARC,P,A
DIRECT TRAVEL,NYCSM,08970371,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,07629742,IP,ARC,P,A
TRAVEL AT PLUM CREEK,LAXSM,06516694,IP,ARC,P,A
EXECUTIVE TRAVEL,NYCSM,07645842,IP,ARC,P,A
HIMALAYAN TRAVEL,NYCSM,07617606,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07967573,IP,ARC,P,A
GEORGETOWN TRAVEL CENTER,NYCSM,08590606,IP,ARC,P,A
MARITZ TRAVEL,LAXSM,05977694,IP,ARC,P,A
GILBERT LOVE TRAVEL,NYCSM,07668452,IP,ARC,P,A
GART BROS TRAVEL AGENCY,LAXSM,06615081,IP,ARC,P,A
CWT TOWNE & COUNTRY TVL,LAXSM,06797501,IP,ARC,P,A
AMBASSADOR TRAVEL,NYCSM,08971583,IP,ARC,P,A
ALL SEASONS TRAVEL,LAXSM,06559523,IP,ARC,P,A
TOURS,NYCSM,07877811,IP,ARC,P,A
PERSONALIZED TVL SVCS,LAXSM,06878281,IP,ARC,P,A
ROSENBLUTH TRAVEL AGCY IN,LAXSM,05975336,IP,ARC,P,A
SQUIRES EXECUTIVE TVL,NYCSM,07776311,IP,ARC,P,A
MARITZ TRAVEL,LAXSM,05976460,IP,ARC,P,A
CARROLL TRAVEL,NYCSM,07507570,IP,ARC,P,A
TRAVELS WITH CHARLIE,LAXSM,06527986,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07976555,IP,ARC,P,A
AMEXONE,LAXSM,06555824,IP,ARC,P,A
CWT WORLD VIEW TRAVEL,LAXSM,06909733,IP,ARC,P,A
CARLSON TRAVEL NETWORK,LAXSM,06978495,IP,ARC,P,A
PARKER TRAVEL SERVICE,NYCSM,07799341,IP,ARC,P,A
CONNAM TRAVEL,NYCSM,07750190,IP,ARC,P,A
FESTIVE TRAVEL AGENCY,NYCSM,07650182,IP,ARC,P,A
THE TRAVELERS CHOICE,LAXSM,06792590,IP,ARC,P,A
USTS TRAVELERS,LAXSM,05972676,IP,ARC,P,A
TRAVEL RESOURCES,LAXSM,05979772,IP,ARC,P,A
WST TRAVEL,LAXSM,06674264,IP,ARC,P,A
WORLDTRAVEL BTI,NYCSM,08968013,IP,ARC,P,A
TMC CONSULTANTS,LAXSM,06661992,IP,ARC,P,A
PNHSM COUNTER,PNHSM,06391324,IP,NA,D,A
AMERICAN EXPRESS TRAVEL,NYCSM,07979543,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07653645,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06501526,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06967774,IP,ARC,P,A
NAVIGANT INTL SOUTHWEST,LAXSM,05978033,IP,ARC,P,A
FIRSTWORLD TVL COLORADO,LAXSM,06707223,IP,ARC,P,A
CELESTIAL TRAVEL,LAXSM,06589730,IP,ARC,P,A
TOTAL TRAVEL,LAXSM,06504621,IP,ARC,P,A
PROFESSIONAL TRAVEL,LAXSM,05972326,IP,ARC,P,A
LIFECO TRAVEL SERVICES,LAXSM,06976885,IP,ARC,P,A
AAA TRAVEL AGENCY,NYCSM,07548155,IP,ARC,P,A
QDAT,LAXSM,05973052,IP,ARC,P,A
TRAVEL CENTER,LAXSM,06602455,IP,ARC,P,A
AMERICAN EXPRESS BBN,NYCSM,07970815,IP,ARC,P,A
WLD TVL &ENTIVES,LAXSM,05978884,IP,ARC,P,A
WORLDTRAVEL BTI HOFFMAN,NYCSM,07542474,IP,ARC,P,A
TRAVEL RITE,LAXSM,05979680,IP,ARC,P,A
TRIP.COM,LAXSM,06562426,IP,ARC,P,A
CONNELLY TVL AND TOURS,LAXSM,05975351,IP,ARC,P,A
LORD SOMERS TRAVEL,NYCSM,07599255,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07647894,IP,ARC,P,A
TVL CARE AT LITTLETON SQ,LAXSM,06625651,IP,ARC,P,A
ARCHER TVL BIGDOG SPTSWER,LAXSM,05976025,IP,ARC,P,A
AMBER TRAVEL DENVER,LAXSM,06557946,IP,ARC,P,A
ASPEN CLUB TRAVEL,LAXSM,06558683,IP,ARC,P,A
AMER EXPRESS REVERE TVL,LAXSM,05978836,IP,ARC,P,A
GO GO TOURS,NYCSM,07586423,IP,ARC,P,A
BRENDAN TOURS,LAXSM,05977576,IP,ARC,P,A
A&A TVL CONSULTANTS,LAXSM,06502440,IP,ARC,P,A
LOOKOUT TRAVEL,LAXSM,06602400,IP,ARC,P,A
USTS TVLRAMA CITY PLACE,NYCSM,07906441,IP,ARC,P,A
HALLIBURTON TRAVEL,LAXSM,05976493,IP,ARC,P,A
TVL TVL OF LOCHWOOD,LAXSM,06532525,IP,ARC,P,A
QDAT,LAXSM,05979713,IP,ARC,P,A
DISCOVERY TRAVEL,LAXSM,06692652,IP,ARC,P,A
STRATTON TRAVEL,LAXSM,05976961,IP,ARC,P,A
ALPINE TRAVEL,LAXSM,06513791,IP,ARC,P,A
TVL CTR FAIRFLD CNTY,NYCSM,07683675,IP,ARC,P,A
PARADISE TRAVEL,LAXSM,06500432,IP,ARC,P,A
ASK MR FOSTER TRAVEL SVC,NYCSM,08976262,IP,ARC,P,A
TRAVEL CONNECTION SOUTH,LAXSM,06825545,IP,ARC,P,A
NOWAK TRAVEL AGENCY,NYCSM,07785864,IP,ARC,P,A
WINTER PARK TOURS,LAXSM,06527264,IP,ARC,P,A
SHESM TKTG COUNTER,SHESM,08391331,IP,NA,D,A
FIRST WLD TVL BROOMFIELD,LAXSM,06653183,IP,ARC,P,A
TRAVEL & TRANSPORT,LAXSM,05973811,IP,ARC,P,A
"DEVELOD MEMT,  SHANGHAI CHINA",SHASM,08300843,IP,BSP,P,A
FOUR SEAS SEVEN WINDS TVL,LAXSM,05979396,IP,ARC,P,A
THE SPORTS AUTHORITY,LAXSM,06633911,IP,ARC,P,A
ALL WAYS & BARNUM TVL GRP,NYCSM,07554551,IP,ARC,P,A
CARLSON TRAVEL NETWORK,NYCSM,07644814,IP,ARC,P,A
LIFECO TRAVEL SVCS,LAXSM,05976994,IP,ARC,P,A
AMER EXPRESS TRAVEL,LAXSM,05979422,IP,ARC,P,A
ASSOCIATED TVL SVC,LAXSM,05978910,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06536014,IP,ARC,P,A
CAMELOT TRAVEL AGENCY,NYCSM,07830491,IP,ARC,P,A
TRAVEL HOUSE WINSTED,NYCSM,07741484,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06691123,IP,ARC,P,A
TG WORLDWIDE,LAXSM,06504551,IP,ARC,P,A
MARITZ TRAVEL,LAXSM,05974964,IP,ARC,P,A
USTS AVERY POINT,NYCSM,07969846,IP,ARC,P,A
BTI AMERICAS,LAXSM,06966713,IP,ARC,P,A
HORIZON TVL AGENCY,LAXSM,06698300,IP,ARC,P,A
FOUR CORNERS TRAVEL,LAXSM,06526951,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06973481,IP,ARC,P,A
UNITOURS,LAXSM,06729203,IP,ARC,P,A
PROFESSIONAL TRAVEL,LAXSM,06724185,IP,ARC,P,A
RELIABLE TVL INTL,LAXSM,06970320,IP,ARC,P,A
MCDONNELL DOUGLAS TVL,LAXSM,05978232,IP,ARC,P,A
ANTHONY PETILLO TVL BUR,NYCSM,07806013,IP,ARC,P,A
J AND B JOURNEYS,LAXSM,06720361,IP,ARC,P,A
ROBUSTELLI WORLD TRAVEL,NYCSM,07933321,IP,ARC,P,A
TRAVELING,NYCSM,07909646,IP,ARC,P,A
SANDITZ TRAVEL,NYCSM,07522561,IP,ARC,P,A
COPPER TRAVELS,NYCSM,07610971,IP,ARC,P,A
CHOICE TRAVEL & CRUISE,LAXSM,06818055,IP,ARC,P,A
MASTER TRAVEL,LAXSM,06874674,IP,ARC,P,A
LIFECO TVL SVCS,LAXSM,06867114,IP,ARC,P,A
MASTER TRAVEL BUREAU,LAXSM,06934082,IP,ARC,P,A
THOMAS COOK TRAVEL,LAXSM,05977123,IP,ARC,P,A
TVL OPPORTUNITIES OF CONN,NYCSM,07641071,IP,ARC,P,A
ROBUSTELLI WORLD TRAVEL,NYCSM,07727134,IP,ARC,P,A
SNOWMASS CENTRAL TRAVEL,LAXSM,06738406,IP,ARC,P,A
EXCEL TRAVEL,LAXSM,06697316,IP,ARC,P,A
ASK MR FOSTER TRAVEL SVC,LAXSM,05978313,IP,ARC,P,A
ROSENBLUTH INTL,NYCSM,07520645,IP,ARC,P,A
DE VRIES TVL AGCY,LAXSM,05973763,IP,ARC,P,A
BUCKINGHAM TRAVEL AGENCY,LAXSM,06600366,IP,ARC,P,A
DESTINATION TVL BOULDER,LAXSM,06617402,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,05977156,IP,ARC,P,A
ELLINGTON TRAVEL LLC,NYCSM,07659842,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06978075,IP,ARC,P,A
AAA TRAVEL AGENCY,NYCSM,07548122,IP,ARC,P,A
BTI AMERICAS,NYCSM,07505326,IP,ARC,P,A
CHUN QIU TRAV,SHASM,08300902,IP,BSP,P,A
AVALON TRAVEL,NYCSM,07904772,IP,ARC,P,A
MACH I TRAVEL,LAXSM,06938470,IP,ARC,P,A
SUNDANCE TRAVEL,LAXSM,06870323,IP,ARC,P,A
TRAVELPORT AMERICAS,LAXSM,06947942,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,05978140,IP,ARC,P,A
BON VOYAGE TRAVEL,LAXSM,06567562,IP,ARC,P,A
SUNSHINE TRAVEL DANBURY,NYCSM,07867882,IP,ARC,P,A
LIFECO TVL SVCS THOUSAND,LAXSM,05972680,IP,ARC,P,A
ALL ABOUT TVL & TRS,LAXSM,06763201,IP,ARC,P,A
UNIGLOBE WORLDWIDE TRAVEL,LAXSM,06693702,IP,ARC,P,A
PROFESSIONAL TRAVEL,LAXSM,06847610,IP,ARC,P,A
CAL MART TRAVEL SVC,LAXSM,06973105,IP,ARC,P,A
WUXI CHINA TRVL,SHASM,08300493,IP,BSP,P,A
THE VACATION PLACE,NYCSM,07547330,IP,ARC,P,A
MEM TRAVEL,LAXSM,06820752,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,05977801,IP,ARC,P,A
AMF TRAVEL SVC,LAXSM,05977031,IP,ARC,P,A
KEELEY TRAVEL DEPOT L L C,NYCSM,07509213,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,07971740,IP,ARC,P,A
ALL DESTINATIONS,NYCSM,07897934,IP,ARC,P,A
SO NORWALK ENTERPRS TVL,NYCSM,07685753,IP,ARC,P,A
CARLSON TRAVEL NETWORK,NYCSM,07631713,IP,ARC,P,A
UNIGLOBE TOUR N TRAVEL,NYCSM,08572325,IP,ARC,P,A
ARRINGTON TRAVEL CENTER,LAXSM,05977941,IP,ARC,P,A
DESTINATION TRAVEL,LAXSM,06710115,IP,ARC,P,A
FARMINGTN VLY TVL SVC,NYCSM,07601624,IP,ARC,P,A
CTN GUIDE TRAVEL SYSTEM,LAXSM,06587416,IP,ARC,P,A
TRAVL TRAVL TRAVL,LAXSM,05973472,IP,ARC,P,A
NUTMEG TRAVEL,NYCSM,07785945,IP,ARC,P,A
SUNRISE TRAVEL,LAXSM,06564364,IP,ARC,P,A
JUST FOR TRAVEL,NYCSM,07828240,IP,ARC,P,A
KENSINGTON TRAVEL,NYCSM,07589783,IP,ARC,P,A
SHARON REAGAN TVL AGCY,NYCSM,07849634,IP,ARC,P,A
HAPPY TIME TRAVEL,NYCSM,07684246,IP,ARC,P,A
FIRSTWLD TVL OF APPLEWOOD,LAXSM,06756470,IP,ARC,P,A
QUARK EXPEDITION CRUISES,NYCSM,07979532,IP,ARC,P,A
HOTELETICKET,LAXSM,05979783,IP,ARC,P,A
GROUP VOYAGERS,LAXSM,05977230,IP,ARC,P,A
WELCOME ABOARD TVL CENTER,NYCSM,08753441,IP,ARC,P,A
THOMAS COOK TRAVEL,LAXSM,06975592,IP,ARC,P,A
CARROLL TRAVEL,NYCSM,07520203,IP,ARC,P,A
POINT OF DEPARTURE TVL,LAXSM,06905592,IP,ARC,P,A
AMEXONE,LAXSM,05976180,IP,ARC,P,A
TRAVELEASE BOULDER,LAXSM,06611091,IP,ARC,P,A
SEA AIR HOLIDAYS,NYCSM,07845913,IP,ARC,P,A
IVI TRAVEL,LAXSM,06970530,IP,ARC,P,A
GUILFORD TVL SERVICE,NYCSM,07646811,IP,ARC,P,A
TRAVEL OUTLET,NYCSM,07842730,IP,ARC,P,A
TRAVEL STORE,LAXSM,06513205,IP,ARC,P,A
HAPAG LLOYD TRAVEL,LAXSM,05975620,IP,ARC,P,A
AMERICAN EXPRESS,LAXSM,06512295,IP,ARC,P,A
TRAVELMATION,NYCSM,07547400,IP,ARC,P,A
AIRLINE TICKET EXPRESS,LAXSM,06522655,IP,ARC,P,A
GULLIVERS TRAVEL,LAXSM,06680494,IP,ARC,P,A
USTRAVEL ARVADA,LAXSM,06527183,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL I,LAXSM,05979245,IP,ARC,P,A
HOLIDAY WORLD TOURS & TVL,NYCSM,07616416,IP,ARC,P,A
JEFFERSON TRAVEL,LAXSM,06713486,IP,ARC,P,A
UNITOURS,LAXSM,06907062,IP,ARC,P,A
LOGICAL COMMUNICATIONS IN,NYCSM,07906080,IP,ARC,P,A
GREAT ESCAPES TRAVEL,LAXSM,06639511,IP,ARC,P,A
AMERICAN EXPRESS,NYCSM,07869761,IP,ARC,P,A
TQ3 MARITZ TVL SOLUTIONS,NYCSM,07976776,IP,ARC,P,A
AM EX REVERE TVL,NYCSM,07977185,IP,ARC,P,A
SECURITY WIDEFIELD TVL,LAXSM,06679923,IP,ARC,P,A
ODONNELL TVL AGCY,NYCSM,07813923,IP,ARC,P,A
THE WESTON GROUP,NYCSM,07974330,IP,ARC,P,A
CHASE TRAVEL SERVICES,LAXSM,06538534,IP,ARC,P,A
FLAMINGO TRAVEL SVC,LAXSM,06972700,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07516622,IP,ARC,P,A
ELIZABETH TRAVEL HAUS,LAXSM,06702905,IP,ARC,P,A
CARLSON TRAVEL NETWORK,LAXSM,06637330,IP,ARC,P,A
ALL AROUND TRAVEL,NYCSM,08507026,IP,ARC,P,A
KAIRE INTL TVL,LAXSM,06548426,IP,ARC,P,A
HOLIDAYS UNLIMITED,NYCSM,07696253,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06609584,IP,ARC,P,A
CHERRY CREEK TVL SVC,LAXSM,06593635,IP,ARC,P,A
SHORELINE TRAVEL CENTER,NYCSM,07851126,IP,ARC,P,A
DENVER TRAVEL,LAXSM,06615070,IP,ARC,P,A
SANDITZ TRAVEL,NYCSM,07628806,IP,ARC,P,A
AQUARIUS TRAVEL,LAXSM,06537786,IP,ARC,P,A
LE TRAVEL PLACE,NYCSM,07620550,IP,ARC,P,A
T O G TRAVEL,NYCSM,07895845,IP,ARC,P,A
CLASSIC AFFORDABLE TRAVEL,LAXSM,06548953,IP,ARC,P,A
ROBUSTELLI TVL SVC,NYCSM,07933376,IP,ARC,P,A
DETOURS,LAXSM,06696071,IP,ARC,P,A
UNGLB FIVE CITIES TVL SVC,LAXSM,05973295,IP,ARC,P,A
IMPERIAL TVL BY DANA BTI,LAXSM,06555080,IP,ARC,P,A
SIMONE TRAVEL,NYCSM,07517296,IP,ARC,P,A
ADELMAN TRAVEL GROUP,NYCSM,07968505,IP,ARC,P,A
AMF GUIDE TRAVEL,LAXSM,06888394,IP,ARC,P,A
TRAVEL ALL,LAXSM,06537926,IP,ARC,P,A
KOPS MONAHAN TRAVEL,NYCSM,07871102,IP,ARC,P,A
HOTELETICKET,LAXSM,05975653,IP,ARC,P,A
STANLEY WORKS,NYCSM,07968262,IP,ARC,P,A
RISHAGEN ENTERPRISES,LAXSM,05972875,IP,ARC,P,A
ROXLEY TRAVEL,NYCSM,07541030,IP,ARC,P,A
ASSOCIATED TVL SVC,LAXSM,05979094,IP,ARC,P,A
BTI AMERICAS,NYCSM,07976150,IP,ARC,P,A
T COOK HEWLETT PACKARD,NYCSM,08976855,IP,ARC,P,A
ASK MR FOSTER TRAVEL SVC,NYCSM,07979624,IP,ARC,P,A
PTC,NYCSM,07525464,IP,ARC,P,A
WORLDTRAVEL PARTNERS,LAXSM,05977322,IP,ARC,P,A
COLORADO WORLD TRAVEL,LAXSM,06947721,IP,ARC,P,A
NAVIGANT INTL SILICON VLY,NYCSM,07968214,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,NYCSM,07972694,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07967680,IP,ARC,P,A
ALLWAYS TRAVEL,LAXSM,06526586,IP,ARC,P,A
USTS MCKENNA TRAVEL,NYCSM,07558762,IP,ARC,P,A
VACATIONS CONSULTING,NYCSM,07852180,IP,ARC,P,A
EZ TRAVEL,LAXSM,06818910,IP,ARC,P,A
THE KEYSTONE CENTER,LAXSM,06975942,IP,ARC,P,A
POLAMER TRAVEL,NYCSM,07531716,IP,ARC,P,A
NIPPON EXPRSS TVL USA,LAXSM,05972805,IP,ARC,P,A
AAA TRAVEL AGENCY,NYCSM,07508373,IP,ARC,P,A
KLINGERMAN TRAVEL,NYCSM,07724150,IP,ARC,P,A
WORLDTEK TRAVEL,NYCSM,07759496,IP,ARC,P,A
DIRECT TRAVEL,LAXSM,05978652,IP,ARC,P,A
KOREAN AIR LAXKK,LAXKK,05993245,IP,NA,D,A
THOMAS COOK TRAVEL,NYCSM,07609103,IP,ARC,P,A
CWT ARGOSY TRAVEL,NYCSM,07538532,IP,ARC,P,A
